"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","log.pct.diff"
"Adgrg1",4.70149923474496e-17,0.263473784198399,0.992,0.752,1.68548747565607e-13,"10","Adgrg1",0.24,0.185214872466908
"Angpt1",5.08605676008224e-17,0.208048221253443,1,0.506,1.82335134848948e-13,"10","Angpt1",0.494,0.409278229990159
"Tsc22d1",1.64769009850661e-16,0.182740372400746,1,0.757,5.90696900314619e-13,"10","Tsc22d1",0.243,0.186885808653711
"H1f0",1.99648427013088e-16,0.124832528893203,1,0.616,7.15739610841919e-13,"10","H1f0",0.384,0.307572801910292
"Lmo2",2.68637625798746e-16,0.365717443645529,1,0.984,9.63065888488505e-13,"10","Lmo2",0.016,0.0115879742752118
"Ifitm1",2.80184366178145e-16,0.517088508287036,1,0.863,1.00446095274865e-12,"10","Ifitm1",0.137,0.10237232572045
"Tmem176a",3.67770350150213e-16,0.149116309016815,1,0.739,1.31845670528851e-12,"10","Tmem176a",0.261,0.2017420673555
"Kit",4.11667891205028e-16,0.102840243101424,1,0.564,1.47582938997002e-12,"10","Kit",0.436,0.354759487354735
"Gimap1",5.12641720737369e-16,0.214091304368638,1,0.509,1.83782056884347e-12,"10","Gimap1",0.491,0.406407194135404
"Tmem176b",5.45455926617932e-16,0.32272843823943,1,0.929,1.95545949692529e-12,"10","Tmem176b",0.071,0.0521468566129836
"Txnip",2.34161436064206e-15,0.249780851405881,1,0.761,8.39468748290178e-12,"10","Txnip",0.239,0.183605090830879
"Spint2",6.1150866003107e-15,0.13878023541089,1,0.916,2.19225854621138e-11,"10","Spint2",0.084,0.0619024389259069
"Myl10",9.6205025477588e-15,0.289887321212948,0.992,0.445,3.44895016337153e-11,"10","Myl10",0.547,0.46314815468004
"Nedd4",9.77460160822473e-15,0.164083612904875,1,0.901,3.50419467654857e-11,"10","Nedd4",0.099,0.073241468013535
"Rgs1",9.92276802634921e-15,0.14931770413586,1,0.504,3.55731233744619e-11,"10","Rgs1",0.496,0.41119543298445
"H2-Q7",1.03704720533414e-14,0.133990193276856,1,0.671,3.71781423112288e-11,"10","H2-Q7",0.329,0.259288266600899
"Ly6a",2.60448941381212e-14,0.131738372624482,1,0.352,9.33709454851644e-11,"10","Ly6a",0.648,0.564904848379903
"Pdzk1ip1",5.19159124775828e-14,0.133998095473332,1,0.38,1.86118546232134e-10,"10","Pdzk1ip1",0.62,0.535331732996556
"Adgrl4",5.90749929344584e-14,0.103234756784667,0.992,0.38,2.11783849670033e-10,"10","Adgrl4",0.612,0.52954938040255
"Nrgn",6.38889049262285e-14,0.107508130490104,0.984,0.391,2.29041724160529e-10,"10","Nrgn",0.593,0.512289605844636
"Serpina3g",6.96957324697451e-14,0.220095252288867,1,0.612,2.49859200904036e-10,"10","Serpina3g",0.388,0.31114825613412
"Tspan4",7.13591992714686e-14,0.135270929192505,1,0.668,2.55822729388215e-10,"10","Tspan4",0.332,0.261880711217423
"Pim1",1.56562371738328e-13,0.254786574318713,1,0.818,5.61276102681906e-10,"10","Pim1",0.182,0.13764780046798
"Anxa5",1.68592230439638e-13,0.101730792635353,1,0.857,6.04403146126103e-10,"10","Anxa5",0.143,0.107026184726666
"Dapp1",1.75239012380871e-13,0.194406884347628,0.992,0.923,6.28231859385424e-10,"10","Dapp1",0.069,0.0508588847281835
"Rgs18",3.92951619169374e-13,0.113645786208045,0.992,0.862,1.4087315547222e-09,"10","Rgs18",0.13,0.0973645745092872
"Muc13",3.82377582410683e-12,0.105515005996243,0.992,0.632,1.3708236329423e-08,"10","Muc13",0.36,0.287576590096585
"Cd27",1.17774130974607e-11,0.117628895543584,0.992,0.7,4.22220259543966e-08,"10","Cd27",0.292,0.228682901043017
"Gimap6",1.17878158025684e-11,0.162105041155119,1,0.478,4.22593196522076e-08,"10","Gimap6",0.522,0.436353730515936
"Ltb",2.62834442862492e-11,0.160742937138034,1,0.4,9.42261477662035e-08,"10","Ltb",0.6,0.514573172829758
"Sox4",3.92565225258176e-11,0.203291855051106,1,0.836,1.40734633255056e-07,"10","Sox4",0.164,0.123433941248279
"Tspan13",5.32841008096275e-11,0.144778087368787,1,0.889,1.91023501402515e-07,"10","Tspan13",0.111,0.0823772982737175
"Eif3e",1.34531385194649e-10,0.116590895118983,1,1,4.82295015922817e-07,"10","Eif3e",0,0
"Ifitm3",1.93173803553677e-10,0.237235628018451,1,0.991,6.92528085739934e-07,"10","Ifitm3",0.00900000000000001,0.00650677894158448
"H3f3b",1.55015861748398e-09,0.178938493925065,1,1,5.55731864368007e-06,"10","H3f3b",0,0
"Shisa5",6.00169123122865e-09,0.187124289297637,1,0.872,2.15160630639547e-05,"10","Shisa5",0.128,0.0954195650786825
"Cd34",1.03886621825178e-08,0.171727966454729,0.992,0.825,3.72433539243263e-05,"10","Cd34",0.167,0.126321183413339
"Ptprcap",1.11829862431484e-08,0.241159997948712,1,0.977,4.00910056816871e-05,"10","Ptprcap",0.023,0.0166871289328792
"Car2",8.11367049228484e-08,0.367139145501679,1,0.816,0.000290875087148411,"10","Car2",0.184,0.139235797371172
"Rpl9",2.29232413967077e-07,0.188469215980296,1,1,0.000821798204071972,"10","Rpl9",0,0
"Eef1a1",2.80734183608078e-07,0.262636748596771,1,1,0.00100643204823496,"10","Eef1a1",0,0
"Rpl3",6.21603854467291e-07,0.238340595213419,1,1,0.00222844981826524,"10","Rpl3",0,0
"Jun",1.99922395775754e-06,0.104409680570425,1,0.96,0.00716721788856077,"10","Jun",0.04,0.0291463456595165
"Ccnd2",2.28047512246321e-06,0.148657759689031,1,0.892,0.00817550331403061,"10","Ccnd2",0.108,0.0800879113226918
"Rpl17",6.84734114286251e-06,0.212370294804309,1,1,0.0245477179971621,"10","Rpl17",0,0
"Rps4x",7.91971981177843e-06,0.197279621575392,1,1,0.0283921955252257,"10","Rps4x",0,0
"Rps18",8.86470996851319e-06,0.223632841104835,1,1,0.0317799852371198,"10","Rps18",0,0
"Rps28",1.09090510896228e-05,0.20979185027239,1,1,0.0391089481562978,"10","Rps28",0,0
"Rps6",5.58759323320688e-05,0.21456718808591,1,1,0.200315217410467,"10","Rps6",0,0
"Rps5",0.000103878775130021,0.170735325422318,1,1,0.372405408841127,"10","Rps5",0,0
"Rps7",0.000268939985844912,0.177704221127583,1,1,0.964149849254009,"10","Rps7",0,0
"Cd632",0.000424981810622652,0.104378732607253,1,0.843,1,"10","Cd63",0.157,0.117943929031374
"Cmtm71",0.000518188685586897,0.107518180946602,1,0.998,1,"10","Cmtm7",0.002,0.00144341686966884
"Rpl13",0.000545485931334247,0.193338885857783,1,1,1,"10","Rpl13",0,0
"Rps19",0.000660019945062587,0.185679264009774,1,1,1,"10","Rps19",0,0
"Rpl6",0.000879668125141993,0.138708160590179,1,1,1,"10","Rpl6",0,0
"Rpl23a",0.00264879091732956,0.107151793563366,1,1,1,"10","Rpl23a",0,0
"Rpl36",0.00362212513180894,0.145146599290474,1,1,1,"10","Rpl36",0,0
"Rpl32",0.00576203424487808,0.15931411884091,1,1,1,"10","Rpl32",0,0
"Rps3",0.00588453046614892,0.108535379739588,1,1,1,"10","Rps3",0,0
"Rpl39",0.00613659336978044,0.102641665910722,1,1,1,"10","Rpl39",0,0
"Rps3a1",0.00710033795710624,0.150197282659522,1,0.999,1,"10","Rps3a1",0.001,0.000721527917459226
"Rpl10a",0.00755348343854787,0.118800202287381,1,1,1,"10","Rpl10a",0,0
"Phgdh",3.45903876752741e-15,0.26053652297544,1,0.909,1.24006539815858e-11,"11","Phgdh",0.091,0.0671828972581493
"Bzw2",9.28419515270032e-15,0.121105517093448,1,0.819,3.32838396224307e-11,"11","Bzw2",0.181,0.136854457010601
"Eif4a11",4.7497728173258e-14,0.270553336869086,1,1,1.7027935550113e-10,"11","Eif4a1",0,0
"Idh2",5.27159681260013e-14,0.188063328856315,1,0.952,1.88986745731715e-10,"11","Idh2",0.048,0.0350469470992006
"Rsl1d1",6.50122480597223e-14,0.126561671175752,1,0.939,2.33068909294104e-10,"11","Rsl1d1",0.0610000000000001,0.0446871965552945
"Myc",1.13051756780476e-13,0.10707777217523,1,0.778,4.05290548058008e-10,"11","Myc",0.222,0.169744675832317
"Hspa9",1.88950374901353e-13,0.128178360539616,1,0.926,6.77387094021352e-10,"11","Hspa9",0.074,0.0543922968186277
"Mif",1.89764041930457e-13,0.470023091687969,1,0.979,6.8030409032069e-10,"11","Mif",0.021,0.015228387614575
"Apex1",2.01709595685697e-13,0.126474098329026,1,0.868,7.23128900533224e-10,"11","Apex1",0.132,0.0985055449524253
"Nop58",2.08862000593727e-13,0.168317809523337,1,0.895,7.48770272128511e-10,"11","Nop58",0.105,0.077802151603633
"Exosc5",2.78060040181739e-13,0.105391497884382,1,0.944,9.96845244051534e-10,"11","Exosc5",0.056,0.0409717810563061
"Dkc1",2.80119058360919e-13,0.130142786457443,1,0.851,1.0042268242239e-09,"11","Dkc1",0.149,0.111695104791513
"Fkbp1a",3.41118159071657e-13,0.159146689059503,1,0.901,1.22290860027189e-09,"11","Fkbp1a",0.099,0.073241468013535
"G3bp1",5.97323121868904e-13,0.1638847838622,1,0.982,2.14140339190002e-09,"11","G3bp1",0.018,0.0130430374755988
"Cct3",9.65789251559566e-13,0.188035233166485,1,0.963,3.46235446684104e-09,"11","Cct3",0.037,0.0269398271959158
"Set",9.66240334627269e-13,0.264905696964215,1,0.983,3.46397159963876e-09,"11","Set",0.017,0.012315322433239
"Hsp90ab1",1.01588013127585e-12,0.406242001483952,1,1,3.64193027062393e-09,"11","Hsp90ab1",0,0
"Pgam11",1.05960517868643e-12,0.176453504944202,1,0.819,3.79868456559087e-09,"11","Pgam1",0.181,0.136854457010601
"Ptges3",1.09083291878347e-12,0.125529060617673,1,0.936,3.91063601383874e-09,"11","Ptges3",0.0639999999999999,0.0469210473874927
"Pebp1",1.20845404731737e-12,0.194766019012987,1,0.997,4.33230775963276e-09,"11","Pebp1",0.003,0.00216566721811454
"Fkbp3",1.58909168453035e-12,0.149116672134082,1,0.993,5.6968936890413e-09,"11","Fkbp3",0.00700000000000001,0.00505828982302899
"Cct8",1.71240782809038e-12,0.171626328423275,1,0.992,6.13898206370401e-09,"11","Cct8",0.00800000000000001,0.00578235259400618
"Cacybp",1.79777856299898e-12,0.134149955743499,1,0.965,6.44503614835133e-09,"11","Cacybp",0.035,0.0254706875161182
"Nop56",2.35672364286356e-12,0.157835548331897,1,0.892,8.44885425966588e-09,"11","Nop56",0.108,0.0800879113226918
"Srm",2.59906385557771e-12,0.198309043566027,1,0.783,9.31764392224609e-09,"11","Srm",0.217,0.165693297037092
"Calr2",3.77003725908278e-12,0.40510022716577,1,0.989,1.35155835738118e-08,"11","Calr",0.011,0.00795672382834308
"Fkbp4",3.94872672593735e-12,0.179900384674656,1,0.924,1.41561853124854e-08,"11","Fkbp4",0.076,0.0558912008920452
"Prmt1",5.0302557013245e-12,0.115243345418601,1,0.955,1.80334666892483e-08,"11","Prmt1",0.045,0.0328313924673725
"Gnl3",5.06626890124634e-12,0.104951823874841,1,0.787,1.81625740109681e-08,"11","Gnl3",0.213,0.162460365620596
"Cct5",5.68290013808896e-12,0.141458680037209,1,0.999,2.03731969950489e-08,"11","Cct5",0.001,0.000721527917459226
"Ncl",6.27591731326575e-12,0.324046295905515,1,1,2.24991635680577e-08,"11","Ncl",0,0
"Nudc",7.07611102624734e-12,0.152147786481073,1,0.978,2.53678580290967e-08,"11","Nudc",0.022,0.0159575739029763
"Rpn11",8.14688738217724e-12,0.105924831566359,1,0.976,2.92065912651054e-08,"11","Rpn1",0.024,0.0174170530774094
"Tpi11",8.76220063186454e-12,0.159638700591598,1,0.995,3.14124892652344e-08,"11","Tpi1",0.005,0.00361125355237883
"Pdia62",1.28786687044231e-11,0.176791308118903,1,0.971,4.61700273053568e-08,"11","Pdia6",0.029,0.0210722236186012
"Pa2g4",1.41651003294396e-11,0.212469356664794,1,0.954,5.07818846810408e-08,"11","Pa2g4",0.046,0.0335695326937017
"Hspd1",1.41730260258787e-11,0.180479698823486,1,0.94,5.08102983027752e-08,"11","Hspd1",0.0600000000000001,0.0439433475875972
"Npm1",1.48505456270647e-11,0.358941721952471,1,1,5.32392060730269e-08,"11","Npm1",0,0
"Igfbp42",2.16199783948573e-11,0.17392363049206,1,0.943,7.75076225455635e-08,"11","Igfbp4",0.0570000000000001,0.0417140990767425
"Rbbp7",2.16556465457643e-11,0.153639033808264,1,0.918,7.7635492866565e-08,"11","Rbbp7",0.082,0.060397279643956
"Nop10",2.94392943316447e-11,0.269345936661234,1,0.992,1.05539870178946e-07,"11","Nop10",0.00800000000000001,0.00578235259400618
"Cd341",4.99277518714491e-11,0.243303069966541,1,0.824,1.78990990459145e-07,"11","Cd34",0.176,0.132894270497345
"Tcp1",5.38713633277657e-11,0.113022324595015,1,0.987,1.9312883753004e-07,"11","Tcp1",0.013,0.00940812741241696
"Eef1g",5.77443658569484e-11,0.256644199799999,1,1,2.0701355159716e-07,"11","Eef1g",0,0
"Serbp1",7.44204536561386e-11,0.235587792676131,1,1,2.66797326357257e-07,"11","Serbp1",0,0
"Cdk4",7.62369927883292e-11,0.24003361591518,1,0.985,2.7330961914616e-07,"11","Cdk4",0.015,0.0108609926317669
"Gsto11",8.33395229332696e-11,0.118398248969906,1,0.969,2.98772189715772e-07,"11","Gsto1",0.031,0.0225368887605336
"Dctpp1",8.92027630505394e-11,0.189147814043769,1,0.94,3.19791905536184e-07,"11","Dctpp1",0.0600000000000001,0.0439433475875972
"C1qbp",9.57025002186245e-11,0.173768870576854,1,0.945,3.43093463283769e-07,"11","C1qbp",0.055,0.040229844788533
"Pdia32",1.12321985076284e-10,0.128502704503414,1,0.983,4.02674316498479e-07,"11","Pdia3",0.017,0.012315322433239
"Hspa8",1.25910520630854e-10,0.288592510955668,1,1,4.51389216461612e-07,"11","Hspa8",0,0
"Eif5a1",1.475173744823e-10,0.312301574569388,1,0.999,5.28849787519046e-07,"11","Eif5a",0.001,0.000721527917459226
"Npm3",1.80530058772378e-10,0.124138782272604,1,0.976,6.47200260698976e-07,"11","Npm3",0.024,0.0174170530774094
"Ldha",2.36315793364703e-10,0.237565820753233,1,0.999,8.4719211921246e-07,"11","Ldha",0.001,0.000721527917459226
"Eif3g",2.5272883325486e-10,0.114752105153899,1,0.984,9.06032867218674e-07,"11","Eif3g",0.016,0.0115879742752118
"Psmb8",2.70286452869867e-10,0.255824598641363,1,0.993,9.68976933538473e-07,"11","Psmb8",0.00700000000000001,0.00505828982302899
"Erh",3.30131695634244e-10,0.198243826005126,1,0.995,1.18352212884877e-06,"11","Erh",0.005,0.00361125355237883
"Hspa52",4.40217303379251e-10,0.161738778616154,1,0.989,1.57817903261461e-06,"11","Hspa5",0.011,0.00795672382834308
"Mrpl12",4.47553470332599e-10,0.105730981324742,1,0.935,1.60447919114237e-06,"11","Mrpl12",0.0649999999999999,0.0476664336303143
"Fbl",4.79929925211448e-10,0.111461293107215,1,0.98,1.72054878188304e-06,"11","Fbl",0.02,0.0144995696951152
"Srsf7",4.91181180733446e-10,0.154895679393342,1,0.997,1.7608845329294e-06,"11","Srsf7",0.003,0.00216566721811454
"Ranbp1",7.12457542280266e-10,0.26670691294234,1,0.989,2.55416028907475e-06,"11","Ranbp1",0.011,0.00795672382834308
"Cct7",8.65918814711779e-10,0.104334772852297,1,0.996,3.10431895074173e-06,"11","Cct7",0.004,0.00288827932482635
"Nme1",8.85807505200707e-10,0.205061834751882,1,0.986,3.17561990614453e-06,"11","Nme1",0.014,0.0101343771337131
"Nhp2",9.86992033936693e-10,0.175419828183109,1,0.971,3.53836644166304e-06,"11","Nhp2",0.029,0.0210722236186012
"Ran",2.86471523685949e-09,0.307340706906205,1,0.998,1.02700041241413e-05,"11","Ran",0.002,0.00144341686966884
"Etfb2",3.24602283316319e-09,0.123112972712851,1,0.996,1.163699185689e-05,"11","Etfb",0.004,0.00288827932482635
"Phb2",3.31688773236641e-09,0.101745822177541,1,0.992,1.18910425205336e-05,"11","Phb2",0.00800000000000001,0.00578235259400618
"Hsp90aa1",5.35519999934869e-09,0.250875510442587,1,0.998,1.9198391997665e-05,"11","Hsp90aa1",0.002,0.00144341686966884
"Mpo2",6.85964493830317e-09,0.43539753142812,1,0.964,2.45918271038169e-05,"11","Mpo",0.036,0.0262050703473939
"Cd48",1.28421224505782e-08,0.128263833841763,1,0.864,4.60390089853229e-05,"11","Cd48",0.136,0.101598140007807
"Ybx11",1.36892553516709e-08,0.242580115900621,1,1,4.90759804357401e-05,"11","Ybx1",0,0
"Snu13",1.77246080216087e-08,0.106558719472333,1,0.893,6.35427197574672e-05,"11","Snu13",0.107,0.079325588958382
"Hsp90b11",2.12384160967402e-08,0.121448450014714,1,0.974,7.61397217068137e-05,"11","Hsp90b1",0.026,0.0188780102056895
"Hspe1",2.30306605497506e-08,0.170529620099639,1,0.989,8.25649180708559e-05,"11","Hspe1",0.011,0.00795672382834308
"Paics",2.49092712275966e-08,0.122574789562844,1,0.941,8.92997373509339e-05,"11","Paics",0.0590000000000001,0.0431998819484235
"Cmtm72",2.86283157632577e-08,0.233995390879303,1,0.998,0.000102632512011279,"11","Cmtm7",0.002,0.00144341686966884
"Impdh2",2.97111879611395e-08,0.107408762195342,1,0.994,0.000106514608840685,"11","Impdh2",0.00600000000000001,0.00433459026389112
"Ssr22",3.54666977214207e-08,0.105677138604182,1,0.986,0.000127148111331293,"11","Ssr2",0.014,0.0101343771337131
"Rpl5",3.55300919411883e-08,0.215930706213118,1,1,0.00012737537960916,"11","Rpl5",0,0
"Macroh2a1",3.9103697267678e-08,0.370930761608817,1,0.801,0.000140186754704626,"11","Macroh2a1",0.199,0.151201818755811
"Krtcap22",4.40180603689437e-08,0.145123183391559,1,0.993,0.000157804746422663,"11","Krtcap2",0.00700000000000001,0.00505828982302899
"Ctsg2",4.66234346707383e-08,0.291001674094558,1,0.895,0.000167145013294597,"11","Ctsg",0.105,0.077802151603633
"Hint1",4.84785721914923e-08,0.220058652179089,1,0.999,0.0001737956813065,"11","Hint1",0.001,0.000721527917459226
"Slc25a5",5.55975116563079e-08,0.310681408086411,1,0.999,0.000199317079287864,"11","Slc25a5",0.001,0.000721527917459226
"Snrpd2",7.40940574392521e-08,0.135698871965329,1,0.998,0.000265627195919719,"11","Snrpd2",0.002,0.00144341686966884
"Zfp706",7.41472469734992e-08,0.15992620074552,1,0.998,0.000265817880399995,"11","Zfp706",0.002,0.00144341686966884
"Bola21",8.79437429561482e-08,0.103880520698513,1,0.982,0.000315278318497791,"11","Bola2",0.018,0.0130430374755988
"Tmem176b1",1.10369345828903e-07,0.154631524098625,1,0.929,0.000395674104796617,"11","Tmem176b",0.071,0.0521468566129836
"Prtn32",1.21476016090628e-07,0.34283604604912,1,0.909,0.0004354915176849,"11","Prtn3",0.091,0.0671828972581493
"Mcm3",1.37452623747318e-07,0.129591060385737,0.992,0.816,0.000492767656134136,"11","Mcm3",0.176,0.133453444777166
"Banf1",1.43894478981014e-07,0.113908394163928,1,0.991,0.000515861707146936,"11","Banf1",0.00900000000000001,0.00650677894158448
"Hnrnpab",1.5512515249347e-07,0.15121682054772,1,0.982,0.000556123671689091,"11","Hnrnpab",0.018,0.0130430374755988
"Snrpf",2.2073511474145e-07,0.140015449168408,1,0.999,0.000791335386348097,"11","Snrpf",0.001,0.000721527917459226
"Nap1l1",2.37709517213382e-07,0.143763216795011,1,0.994,0.000852188619209976,"11","Nap1l1",0.00600000000000001,0.00433459026389112
"Prdx1",2.80320333858857e-07,0.188094352999038,1,0.999,0.001004948396884,"11","Prdx1",0.001,0.000721527917459226
"BC035044",2.88351149929293e-07,0.108832310198538,1,0.648,0.00103373887249651,"11","BC035044",0.352,0.279283757478869
"Rps8",3.36557603369556e-07,0.276807278118909,1,1,0.00120655900807986,"11","Rps8",0,0
"Ssr42",3.42826282223969e-07,0.122807994752933,1,0.994,0.00122903222177293,"11","Ssr4",0.00600000000000001,0.00433459026389112
"Atp5g1",3.75715710308889e-07,0.16415902538288,1,0.992,0.00134694082145737,"11","Atp5g1",0.00800000000000001,0.00578235259400618
"Atp5b",4.58335865882337e-07,0.137912702190347,1,1,0.00164313407918818,"11","Atp5b",0,0
"Cycs",4.66336147455451e-07,0.134712575731539,1,0.972,0.00167181508862779,"11","Cycs",0.028,0.0203404482841756
"Slc25a3",4.74920976196672e-07,0.117814198749655,1,1,0.00170259169966507,"11","Slc25a3",0,0
"Rpl36al1",5.68339259777521e-07,0.180371090323162,1,0.999,0.00203749624630241,"11","Rpl36al",0.001,0.000721527917459226
"Rps27l",7.97029033962677e-07,0.1643041227717,1,0.998,0.0028573490867562,"11","Rps27l",0.002,0.00144341686966884
"Sec61b2",8.24797576240134e-07,0.167467369742557,1,1,0.00295689931082088,"11","Sec61b",0,0
"Rpl22l11",1.05564810578511e-06,0.171177782791402,1,1,0.00378449845923962,"11","Rpl22l1",0,0
"Snrpd1",1.1923770287365e-06,0.123371205962831,1,0.996,0.00427467164802035,"11","Snrpd1",0.004,0.00288827932482635
"Psma7",1.30058275867692e-06,0.174289066341976,1,0.999,0.00466258918985675,"11","Psma7",0.001,0.000721527917459226
"Ramp11",2.03346321707158e-06,0.196050837514568,1,0.951,0.0072899656332016,"11","Ramp1",0.049,0.0357862220530607
"Selenoh1",2.49243707650143e-06,0.106194426424424,1,0.966,0.00893538691925764,"11","Selenoh",0.034,0.0247366783215065
"Srsf3",2.71156202000227e-06,0.155575339087534,1,1,0.00972094984170814,"11","Srsf3",0,0
"Uqcrq",2.95193547221061e-06,0.100617227207589,1,0.999,0.010582688667875,"11","Uqcrq",0.001,0.000721527917459226
"Emb",4.54923763251663e-06,0.166671635225,1,0.883,0.0163090169125721,"11","Emb",0.117,0.0869670000478588
"Rps251",6.63128351613838e-06,0.215281051305363,1,1,0.0237731514053561,"11","Rps25",0,0
"Anp32b",6.7354852070199e-06,0.124878076142719,1,0.997,0.0241467144671663,"11","Anp32b",0.003,0.00216566721811454
"Ptma",6.96229352602294e-06,0.339287067583435,1,1,0.0249598222907922,"11","Ptma",0,0
"Rps2",8.17933541553143e-06,0.240476769107751,1,1,0.0293229174646802,"11","Rps2",0,0
"Sumo2",8.30362500544589e-06,0.106534317904063,1,0.997,0.0297684956445235,"11","Sumo2",0.003,0.00216566721811454
"Rpl29",9.75631489261434e-06,0.16140365129416,1,1,0.0349763888900224,"11","Rpl29",0,0
"Ppia",1.16212609487142e-05,0.291149450006266,1,1,0.0416622205011405,"11","Ppia",0,0
"Erp29",1.23732766390997e-05,0.10319225911828,1,0.994,0.0443581967511723,"11","Erp29",0.00600000000000001,0.00433459026389112
"Stmn1",1.27791204746744e-05,0.273538896949537,1,0.998,0.0458131469017076,"11","Stmn1",0.002,0.00144341686966884
"Rps171",2.41590940633546e-05,0.22699320979979,1,1,0.0866103522171261,"11","Rps17",0,0
"Rpl22",3.47550863507137e-05,0.182384290249729,1,1,0.124596984567309,"11","Rpl22",0,0
"Rpl61",3.97524239689602e-05,0.186185019208896,1,1,0.142512439928722,"11","Rpl6",0,0
"Eef1b2",4.61245796930311e-05,0.175900319843563,1,0.999,0.165356618199517,"11","Eef1b2",0.001,0.000721527917459226
"Cox5a2",4.68199052832756e-05,0.112314893046491,1,0.999,0.167849360440543,"11","Cox5a",0.001,0.000721527917459226
